Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Transmembrane Helices,Signal Peptides,Scaffold External Accession,Scaffold GC %,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term
638214481,YPL149W,Conserved autophagy-related protein that undergoes conjugation with Atg12p and then associates with Atg16p to form a cytosolic complex essential for autophagosome formation,638208609,Saccharomyces cerevisiae S288C,1,ATG5,NP_015176,chromosome XVI,271309,272193,+,CDS,No,No,,,,NC_001148,0.38,,pfam04106===APG5,,,KO:K08339===ATG5===autophagy-related protein 5,
638214480,YPL150W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL150W,NP_015175,chromosome XVI,268187,270892,+,CDS,No,No,,,,NC_001148,0.38,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,,,
638214479,YPL151C,Splicing factor that is found in the Cef1p subcomplex of the spliceosome,638208609,Saccharomyces cerevisiae S288C,1,PRP46,NP_015174,chromosome XVI,266179,267534,-,CDS,No,No,,,,NC_001148,0.38,,pfam00400===WD40,,,"KO:K12862===PLRG1, PRL1, PRP46===pleiotropic regulator 1",
638214478,YPL152W,"Activator of the phosphotyrosyl phosphatase activity of PP2A; regulates G1 phase progression, the osmoresponse and microtubule dynamics; implicated in the spindle assembly check; subunit of the Tap42p-Pph21p-Rrd2p complex",638208609,Saccharomyces cerevisiae S288C,1,RRD2,NP_015173,chromosome XVI,265027,266103,+,CDS,No,No,,,,NC_001148,0.38,,pfam03095===PTPA,,,"KO:K17605===PPP2R4, PTPA===serine/threonine-protein phosphatase 2A activator",
638214476,YPL153C,"Protein kinase, required for cell-cycle arrest in response to DNA damage; activated by trans autophosphorylation when interacting with hyperphosphorylated Rad9p; also interacts with ARS1 and plays a role in initiation of DNA replication",638208609,Saccharomyces cerevisiae S288C,1,RAD53,NP_015172,chromosome XVI,261726,264191,-,CDS,No,No,,,,NC_001148,0.38,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase<<>>pfam00498===FHA,,EC:2.7.11.-===Transferases. Transferring phosphorus-containing groups. Protein-serine/threonine kinases.,KO:K02831===RAD53===ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-],
638214475,YPL154C,"Vacuolar aspartyl protease (proteinase A), required for the posttranslational precursor maturation of vacuolar proteinases; synthesized as a zymogen, self-activates",638208609,Saccharomyces cerevisiae S288C,1,PEP4,NP_015171,chromosome XVI,259713,260930,-,CDS,No,No,,,1,NC_001148,0.38,,pfam00026===Asp,,EC:3.4.23.25===Saccharopepsin.,KO:K01381===E3.4.23.25===saccharopepsin [EC:3.4.23.25],
638214474,YPL155C,"Kinesin-related motor protein involved in mitotic spindle positioning, stabilizes microtubules by targeting Bik1p to the plus end; Kip2p levels are controlled during the cell cycle",638208609,Saccharomyces cerevisiae S288C,1,KIP2,NP_015170,chromosome XVI,257215,259335,-,CDS,No,No,,,,NC_001148,0.38,,pfam00225===Kinesin,,,,
638214473,YPL156C,"Pheromone-regulated protein, predicted to have 1 transmembrane segment; transcriptionally regulated by Ste12p during mating and by Cat8p during the diauxic shift",638208609,Saccharomyces cerevisiae S288C,1,PRM4,NP_015169,chromosome XVI,255912,256766,-,CDS,No,No,,1,,NC_001148,0.38,,,,,,
638214472,YPL157W,"trimethylguanosine synthase, conserved nucleolar methyl transferase responsible for conversion of the m(7)G cap structure of snRNAs and snoRNAs to m(2,2,7)G; also required for ribosome synthesis and nucleolar morphology",638208609,Saccharomyces cerevisiae S288C,1,TGS1,NP_015168,chromosome XVI,254813,255760,+,CDS,No,No,,,,NC_001148,0.38,,pfam09445===Methyltransf_15,,EC:2.1.1.-===Transferases. Transferring one-carbon groups. Methyltransferases.,KO:K14292===TGS1===trimethylguanosine synthase [EC:2.1.1.-],
638214471,YPL158C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,AIM44,NP_015167,chromosome XVI,252033,254309,-,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214470,YPL159C,Protein required for respiratory growth and stability of the mitochondrial genome,638208609,Saccharomyces cerevisiae S288C,1,PET20,NP_015166,chromosome XVI,250906,251667,-,CDS,No,No,,,,NC_001148,0.38,,pfam08692===Pet20,,,,
638214469,YPL160W,leucyl-tRNA synthetase (EC 6.1.1.4),638208609,Saccharomyces cerevisiae S288C,1,CDC60,NP_015165,chromosome XVI,246989,250261,+,CDS,No,No,,,,NC_001148,0.38,COG0495===Leucyl-tRNA synthetase,pfam00133===tRNA-synt_1<<>>pfam08264===Anticodon_1,"TIGR00395===leucyl-tRNA synthetase, archaeal and cytosolic family",EC:6.1.1.4===Leucine--tRNA ligase.,"KO:K01869===LARS, leuS===leucyl-tRNA synthetase [EC:6.1.1.4]",405===leucyl-tRNA synthetase (EC 6.1.1.4)
638214468,YPL161C,Protein involved in establishment of cell polarity and bud emergence; interacts with the Rho1p small GTP-binding protein and with the Rho-type GTPase Cdc42p; involved in maintenance of proper telomere length,638208609,Saccharomyces cerevisiae S288C,1,BEM4,NP_015164,chromosome XVI,244318,246219,-,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214467,YPL162C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL162C,NP_015163,chromosome XVI,243205,244026,-,CDS,No,No,,5,,NC_001148,0.38,,pfam12400===STIMATE,,,,
638214466,YPL163C,"Cell wall and vacuolar protein, required for wild-type resistance to vanadate",638208609,Saccharomyces cerevisiae S288C,1,SVS1,NP_015162,chromosome XVI,241917,242699,-,CDS,No,No,,,1,NC_001148,0.38,,,,,,
638214465,YPL164C,Protein involved in DNA mismatch repair; forms a complex with Mlh1p to promote meiotic crossing-over; mammalian homolog is implicated mammalian microsatellite instability,638208609,Saccharomyces cerevisiae S288C,1,MLH3,NP_015161,chromosome XVI,239349,241496,-,CDS,No,No,,,,NC_001148,0.38,COG0323===DNA mismatch repair ATPase MutL,pfam13589===HATPase_c_3,TIGR00585===DNA mismatch repair protein MutL,,KO:K08739===MLH3===DNA mismatch repair protein MLH3,
638214464,YPL165C,"Protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis, may be involved in compound availability",638208609,Saccharomyces cerevisiae S288C,1,SET6,NP_015160,chromosome XVI,237955,239076,-,CDS,No,No,,,,NC_001148,0.38,COG2940===SET domain-containing protein (function unknown),pfam00856===SET,,,KO:K07117===K07117===uncharacterized protein<<>>KO:K11426===SMYD===SET and MYND domain-containing protein,
638214463,YPL166W,Protein specifically required for autophagy; may function in autophagosome formation at the pre-autophagosomal structure in collaboration with other autophagy proteins,638208609,Saccharomyces cerevisiae S288C,1,ATG29,NP_015159,chromosome XVI,237337,237978,+,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214462,YPL167C,"Subunit of DNA polymerase zeta, which is involved in DNA repair; required for mutagenesis induced by DNA damage",638208609,Saccharomyces cerevisiae S288C,1,REV3,NP_015158,chromosome XVI,232592,237106,-,CDS,No,No,,,,NC_001148,0.38,COG0417===DNA polymerase elongation subunit (family B),pfam00136===DNA_pol_B<<>>pfam03104===DNA_pol_B_exo1<<>>pfam14260===zf-C4pol,,EC:2.7.7.7===DNA-directed DNA polymerase.,"KO:K02350===POLZ1, rev3===DNA polymerase zeta [EC:2.7.7.7]",
638214461,YPL168W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL168W,NP_015157,chromosome XVI,231216,232508,+,CDS,No,No,,1,,NC_001148,0.38,,,,,,
638214460,YPL169C,"Poly(A)RNA binding protein involved in nuclear mRNA export, component of the nuclear pore; ortholog of human TAP",638208609,Saccharomyces cerevisiae S288C,1,MEX67,NP_015156,chromosome XVI,229038,230837,-,CDS,No,No,,,,NC_001148,0.38,,pfam03943===TAP_C,,,"KO:K14284===NXF, TAP, MEX67===nuclear RNA export factor",
638214459,YPL170W,"Heme-binding protein involved in regulation of cytochrome P450 protein Erg11p; damage response protein, related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres, mitochondria, and sterol synthesis",638208609,Saccharomyces cerevisiae S288C,1,DAP1,NP_015155,chromosome XVI,228313,228771,+,CDS,No,No,,,,NC_001148,0.38,,pfam00173===Cyt-b5,,,KO:K17278===PGRMC1_2===membrane-associated progesterone receptor component,
638214458,YPL171C,"Widely conserved NADPH oxidoreductase containing flavin mononucleotide (FMN), homologous to Oye2p with slight differences in ligand binding and catalytic properties; may be involved in sterol metabolism",638208609,Saccharomyces cerevisiae S288C,1,OYE3,NP_015154,chromosome XVI,226168,227370,-,CDS,No,No,,,,NC_001148,0.38,"COG1902===2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family",pfam00724===Oxidored_FMN,,EC:1.6.99.1===NADPH dehydrogenase.,KO:K00354===E1.6.99.1===NADPH2 dehydrogenase [EC:1.6.99.1],
638214457,YPL172C,"Heme A:farnesyltransferase, catalyzes the first step in the conversion of protoheme to the heme A prosthetic group required for cytochrome c oxidase activity; human ortholog is associated with mitochondrial disorders",638208609,Saccharomyces cerevisiae S288C,1,COX10,NP_015153,chromosome XVI,224352,225740,-,CDS,No,No,,4,,NC_001148,0.38,COG0109===Polyprenyltransferase (heme O synthase),pfam01040===UbiA,TIGR01473===protoheme IX farnesyltransferase,"EC:2.5.1.-===Transferases. Transferring alkyl or aryl groups, other than methyl groups. Transferring alkyl or aryl groups, other than methyl groups.",KO:K02257===COX10===protoheme IX farnesyltransferase [EC:2.5.1.-],
638214456,YPL173W,LSU ribosomal protein MRPL40,638208609,Saccharomyces cerevisiae S288C,1,MRPL40,NP_015152,chromosome XVI,223142,224035,+,CDS,No,No,,,,NC_001148,0.38,,,,,"KO:K02895===RP-L24, MRPL24, rplX===large subunit ribosomal protein L24",2634===LSU ribosomal protein MRPL40
638214455,YPL174C,"Large subunit of the dynactin complex, which is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)",638208609,Saccharomyces cerevisiae S288C,1,NIP100,NP_015151,chromosome XVI,220166,222772,-,CDS,No,No,,,,NC_001148,0.38,COG5244===Dynactin complex subunit involved in mitotic spindle partitioning in anaphase B,pfam01302===CAP_GLY,,,KO:K04648===DCTN1===dynactin 1,
638214454,YPL175W,"UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol (GPI) biosynthesis, mutations cause defects in transcription and in biogenesis of cell wall proteins",638208609,Saccharomyces cerevisiae S288C,1,SPT14,NP_015150,chromosome XVI,218629,220087,+,CDS,No,No,,,,NC_001148,0.38,COG0438===Glycosyltransferase involved in cell wall bisynthesis,pfam08288===PIGA<<>>pfam00534===Glycos_transf_1,,EC:2.4.1.198===Phosphatidylinositol N-acetylglucosaminyltransferase.,"KO:K03857===PIGA, GPI3===phosphatidylinositol glycan, class A [EC:2.4.1.198]",
638214453,YPL176C,Plasma membrane localized protein of unknown function; contains sequence similarity to the transferrin receptor,638208609,Saccharomyces cerevisiae S288C,1,TRE1,NP_015149,chromosome XVI,216011,218362,-,CDS,No,No,,1,,NC_001148,0.38,,pfam04253===TFR_dimer,,,,
638214452,YPL177C,"Homeodomain-containing transcriptional repressor of PTR2, which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis, resulting in degradation of Cup9p and de-repression of PTR2 transcription",638208609,Saccharomyces cerevisiae S288C,1,CUP9,NP_015148,chromosome XVI,213041,213961,-,CDS,No,No,,,,NC_001148,0.38,,pfam05920===Homeobox_KN,,,,
638214451,YPL178W,"Small subunit of the heterodimeric cap binding complex that also contains Sto1p, component of the spliceosomal commitment complex; interacts with Npl3p, possibly to package mRNA for export from the nucleus; contains an RNA-binding motif",638208609,Saccharomyces cerevisiae S288C,1,CBC2,NP_015147,chromosome XVI,212157,212783,+,CDS,No,No,,,,NC_001148,0.38,,pfam00076===RRM_1,,,"KO:K12883===NCBP2, CBP20===nuclear cap-binding protein subunit 2",
638214449,YPL179W,Putative protein serine/threonine phosphatase; null mutation enhances efficiency of translational suppressors,638208609,Saccharomyces cerevisiae S288C,1,PPQ1,NP_015146,chromosome XVI,208156,209805,+,CDS,No,No,,,,NC_001148,0.38,"COG0639===Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family",pfam00149===Metallophos<<>>pfam16891===STPPase_N,,EC:3.1.3.16===Protein-serine/threonine phosphatase.,KO:K06269===PPP1C===serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16],
638214448,YPL180W,"Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p), a complex that regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin",638208609,Saccharomyces cerevisiae S288C,1,TCO89,NP_015145,chromosome XVI,205247,207646,+,CDS,No,No,,,,NC_001148,0.38,,pfam10452===TCO89,,,,
638214447,YPL181W,Protein that relieves transcriptional repression by binding to the Cyc8p-Tup1p corepressor and recruiting the SAGA complex to the repressed promoter; contains a PHD finger domain,638208609,Saccharomyces cerevisiae S288C,1,CTI6,NP_015144,chromosome XVI,203420,204940,+,CDS,No,No,,,,NC_001148,0.38,,pfam00628===PHD,,,,
638214446,YPL183C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,RTT10,NP_015142,chromosome XVI,199494,202535,-,CDS,No,No,,,,NC_001148,0.38,,pfam00400===WD40,,,,
638214445,YPL183W-A,LSU ribosomal protein MRPL36P,638208609,Saccharomyces cerevisiae S288C,1,RTC6,NP_015141,chromosome XVI,199094,199375,+,CDS,No,No,,,,NC_001148,0.38,COG0257===Ribosomal protein L36,pfam00444===Ribosomal_L36,"TIGR01022===ribosomal protein L36, bacterial type",,"KO:K02919===RP-L36, MRPL36, rpmJ===large subunit ribosomal protein L36",2092===LSU ribosomal protein MRPL36P
638214444,YPL184C,Putative RNA binding protein,638208609,Saccharomyces cerevisiae S288C,1,MRN1,NP_015140,chromosome XVI,195949,197787,-,CDS,No,No,,,,NC_001148,0.38,,pfam00076===RRM_1,,,,
638214443,YPL186C,"Protein of unknown function that interacts with Ulp1p, a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates",638208609,Saccharomyces cerevisiae S288C,1,UIP4,NP_015138,chromosome XVI,194511,195425,-,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214442,YPL187W,"Mating pheromone alpha-factor, made by alpha cells; interacts with mating type a cells to induce cell cycle arrest and other responses leading to mating; also encoded by MF(ALPHA)2, although MF(ALPHA)1 produces most alpha-factor",638208609,Saccharomyces cerevisiae S288C,1,MF(ALPHA)1,NP_015137,chromosome XVI,193647,194144,+,CDS,No,No,,,1,NC_001148,0.38,,pfam05436===MF_alpha_N<<>>pfam04648===MF_alpha,,,KO:K11234===MFAL===mating pheromone alpha-factor,
638214441,YPL188W,"Mitochondrial NADH kinase, phosphorylates NADH; also phosphorylates NAD(+) with lower specificity; required for the response to oxidative stress",638208609,Saccharomyces cerevisiae S288C,1,POS5,NP_015136,chromosome XVI,191405,192649,+,CDS,No,No,,,,NC_001148,0.38,COG0061===NAD kinase,pfam01513===NAD_kinase,,EC:2.7.1.86===NADH kinase.,KO:K19386===POS5===NADH kinase [EC:2.7.1.86],
638214440,YPL189W,Probable membrane protein with a possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; Gup1p homolog,638208609,Saccharomyces cerevisiae S288C,1,GUP2,NP_015135,chromosome XVI,189153,190982,+,CDS,No,No,,10,1,NC_001148,0.38,"COG1696===D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily",pfam03062===MBOAT,,,,
638214438,YPL190C,Single stranded DNA binding protein; acidic ribonucleoprotein; required for termination of non-poly(A) transcripts and efficient splicing; interacts with Nrd1p,638208609,Saccharomyces cerevisiae S288C,1,NAB3,NP_015134,chromosome XVI,185316,187724,-,CDS,No,No,,,,NC_001148,0.38,,pfam00076===RRM_1,,,KO:K15561===NAB3===nuclear polyadenylated RNA-binding protein 3,
638214437,YPL191C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL191C,NP_015133,chromosome XVI,183596,184678,-,CDS,No,No,,,,NC_001148,0.38,,pfam04424===DUF544,,,,
638214436,YPL192C,Pheromone-regulated protein required for karyogamy; localizes to the inner membrane of the nuclear envelope,638208609,Saccharomyces cerevisiae S288C,1,PRM3,NP_015132,chromosome XVI,182654,183055,-,CDS,No,No,,1,,NC_001148,0.38,,,,,,
638214435,YPL193W,ribosome assembly protein 1 (RSA1),638208609,Saccharomyces cerevisiae S288C,1,RSA1,NP_015131,chromosome XVI,181402,182547,+,CDS,No,No,,,,NC_001148,0.38,,pfam10453===NUFIP1,,,KO:K14853===RSA1===ribosome assembly protein 1,2727===ribosome assembly protein 1 (RSA1)
638214434,YPL194W,"DNA damage checkpoint protein, part of a PCNA-like complex required for DNA damage response, required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate",638208609,Saccharomyces cerevisiae S288C,1,DDC1,NP_015130,chromosome XVI,179276,181114,+,CDS,No,No,,,,NC_001148,0.38,,pfam04139===Rad9,,,KO:K06663===DDC1===DNA damage checkpoint protein,
638214433,YPL195W,"Delta adaptin-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway, suppressor of loss of casein kinase 1 function",638208609,Saccharomyces cerevisiae S288C,1,APL5,NP_015129,chromosome XVI,176222,179020,+,CDS,No,No,,,,NC_001148,0.38,,pfam01602===Adaptin_N,,,KO:K12396===AP3D1===AP-3 complex subunit delta-1,
638214432,YPL196W,"Protein of unknown function required for normal levels of resistance to oxidative damage, null mutants are sensitive to hydrogen peroxide; member of a conserved family of proteins found in eukaryotes but not in prokaryotes",638208609,Saccharomyces cerevisiae S288C,1,OXR1,NP_015128,chromosome XVI,175042,175863,+,CDS,No,No,,,,NC_001148,0.38,,pfam07534===TLD,,,,
638214430,YPL198W,LSU ribosomal protein L30P,638208609,Saccharomyces cerevisiae S288C,1,RPL7B,NP_015126,chromosome XVI,173151,174701,+,CDS,No,No,,,,NC_001148,0.38,COG1841===Ribosomal protein L30/L7E,pfam00327===Ribosomal_L30<<>>pfam08079===Ribosomal_L30_N,"TIGR01310===60S ribosomal protein uL30, eukaryotic form",,"KO:K02937===RP-L7e, RPL7===large subunit ribosomal protein L7e",257===LSU ribosomal protein L30P
638214429,YPL199C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL199C,NP_015125,chromosome XVI,172032,172754,-,CDS,No,No,,,,NC_001148,0.38,,pfam01713===Smr<<>>pfam08590===DUF1771,,,,
638214428,YPL200W,Protein required for accurate chromosome segregation during meiosis,638208609,Saccharomyces cerevisiae S288C,1,CSM4,NP_015124,chromosome XVI,171483,171953,+,CDS,No,No,,1,,NC_001148,0.38,,,,,,
638214427,YPL201C,Protein that interacts with glycerol 3-phosphatase and plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol,638208609,Saccharomyces cerevisiae S288C,1,YIG1,NP_015123,chromosome XVI,169769,171154,-,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214426,YPL202C,"Iron-regulated transcriptional activator, required for iron homeostasis and resistance to oxidative stress; similar to Aft1p",638208609,Saccharomyces cerevisiae S288C,1,AFT2,NP_015122,chromosome XVI,168087,169337,-,CDS,No,No,,,,NC_001148,0.38,,pfam08731===AFT,,,,
638214425,YPL203W,"Subunit of cytoplasmic cAMP-dependent protein kinase, which contains redundant catalytic subunits Tpk1p, Tpk2p, and Tpk3p and regulatory subunit Bcy1p; promotes vegetative growth in response to nutrients; activates filamentous growth",638208609,Saccharomyces cerevisiae S288C,1,TPK2,NP_015121,chromosome XVI,166255,167397,+,CDS,No,No,,,,NC_001148,0.38,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,EC:2.7.11.11===cAMP-dependent protein kinase.,KO:K04345===PKA===protein kinase A [EC:2.7.11.11],
638214424,YPL204W,"Protein kinase involved in regulating diverse events including vesicular trafficking, gene expression, DNA repair, and chromosome segregation; binds the CTD of RNA pol II; homolog of mammalian casein kinase 1delta (CK1delta)",638208609,Saccharomyces cerevisiae S288C,1,HRR25,NP_015120,chromosome XVI,164275,165759,+,CDS,No,No,,,,NC_001148,0.38,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,EC:2.7.11.1===Non-specific serine/threonine protein kinase.,KO:K14758===HRR25===casein kinase I homolog HRR25 [EC:2.7.11.1],
638214423,YPL206C,Protein that plays a role in metabolism of glycerophosphocholine to phosphatidylcholine; contains glycerophosphodiester phosphodiesterase motifs,638208609,Saccharomyces cerevisiae S288C,1,PGC1,NP_015118,chromosome XVI,162631,163596,-,CDS,No,No,,,,NC_001148,0.38,COG0584===Glycerophosphoryl diester phosphodiesterase,pfam03009===GDPD,,EC:3.1.4.-===Hydrolases. Acting on ester bonds. Phosphoric diester hydrolases.,KO:K18694===PGC1===phosphatidylglycerol phospholipase C [EC:3.1.4.-],
638214422,YPL207W,tRNA wybutosine-synthesizing protein 1,638208609,Saccharomyces cerevisiae S288C,1,TYW1,NP_015117,chromosome XVI,159908,162340,+,CDS,No,No,,1,,NC_001148,0.38,"COG0731===Wyosine [tRNA(Phe)-imidazoG37] synthetase, radical SAM superfamily",pfam08608===Wyosine_form<<>>pfam04055===Radical_SAM<<>>pfam00258===Flavodoxin_1,,EC:4.1.3.44===tRNA 4-demethylwyosine synthase (AdoMet-dependent).,KO:K15449===TYW1===tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44],
638214421,YPL208W,"SET-domain lysine-N-methyltransferase, catalyzes the formation of dimethyllysine residues on the large ribsomal subunit protein L23a (RPL23A and RPL23B)",638208609,Saccharomyces cerevisiae S288C,1,RKM1,NP_015116,chromosome XVI,157841,159592,+,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214420,YPL209C,"Aurora kinase involved in regulating kinetochore-microtubule attachments, associates with Sli15p, which stimulates Ipl1p kinase activity and promotes its association with the mitotic spindle, potential Cdc28p substrate",638208609,Saccharomyces cerevisiae S288C,1,IPL1,NP_015115,chromosome XVI,156489,157592,-,CDS,No,No,,,,NC_001148,0.38,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,EC:2.7.11.1===Non-specific serine/threonine protein kinase.,"KO:K08850===AURKX===aurora kinase, other [EC:2.7.11.1]",
638214419,YPL210C,"signal recognition particle, subunit SRP72 (srp72)",638208609,Saccharomyces cerevisiae S288C,1,SRP72,NP_015114,chromosome XVI,154289,156211,-,CDS,No,No,,,,NC_001148,0.38,,pfam08492===SRP72,,,KO:K03108===SRP72===signal recognition particle subunit SRP72,"2692===signal recognition particle, subunit SRP72 (srp72)"
638214418,YPL211W,LSU ribosome biogenesis protein NIP7,638208609,Saccharomyces cerevisiae S288C,1,NIP7,NP_015113,chromosome XVI,153494,154039,+,CDS,No,No,,,,NC_001148,0.38,"COG1374===Rbosome biogenesis protein Nip4, contains PUA domain",pfam03657===UPF0113,,,KO:K07565===NIP7===60S ribosome subunit biogenesis protein NIP7,2697===LSU ribosome biogenesis protein NIP7
638214417,YPL212C,"tRNA:pseudouridine synthase, introduces pseudouridines at positions 26-28, 34-36, 65, and 67 of tRNA; nuclear protein that appears to be involved in tRNA export; also acts on U2 snRNA",638208609,Saccharomyces cerevisiae S288C,1,PUS1,NP_015112,chromosome XVI,151514,153148,-,CDS,No,No,,,,NC_001148,0.38,,pfam01416===PseudoU_synth_1,TIGR00071===tRNA pseudouridine(38-40) synthase,EC:5.4.99.12===tRNA pseudouridine(38-40) synthase.,"KO:K06173===truA, PUS1===tRNA pseudouridine38-40 synthase [EC:5.4.99.12]",
638214416,YPL213W,Component of U2 snRNP; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; invovled in telomere maintenance; putative homolog of human U2A' snRNP protein,638208609,Saccharomyces cerevisiae S288C,1,LEA1,NP_015111,chromosome XVI,150613,151329,+,CDS,No,No,,,,NC_001148,0.38,,pfam14580===LRR_9,,,KO:K11092===SNRPA1===U2 small nuclear ribonucleoprotein A',
638214415,YPL214C,"Bifunctional enzyme with thiamine-phosphate pyrophosphorylase and 4-methyl-5-beta-hydroxyethylthiazole kinase activities, required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern",638208609,Saccharomyces cerevisiae S288C,1,THI6,NP_015110,chromosome XVI,148568,150190,-,CDS,No,No,,,,NC_001148,0.38,"COG2145===Hydroxyethylthiazole kinase, sugar kinase family<<>>COG0352===Thiamine monophosphate synthase",pfam02110===HK<<>>pfam02581===TMP-TENI,TIGR00693===thiamine-phosphate diphosphorylase<<>>TIGR00694===hydroxyethylthiazole kinase,EC:2.5.1.3===Thiamine phosphate synthase.<<>>EC:2.7.1.50===Hydroxyethylthiazole kinase.,KO:K14154===THI6===thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50],
638214414,YPL215W,Mitochondrial protein required for assembly of ubiquinol cytochrome-c reductase complex (cytochrome bc1 complex); interacts with Cbp4p and function is partially redundant with that of Cbp4p,638208609,Saccharomyces cerevisiae S288C,1,CBP3,NP_015109,chromosome XVI,147415,148422,+,CDS,No,No,,,,NC_001148,0.38,,pfam03981===Ubiq_cyt_C_chap,,,"KO:K17662===CBP3, UQCC===cytochrome b pre-mRNA-processing protein 3",
638214413,YPL216W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL216W,NP_015108,chromosome XVI,143820,147128,+,CDS,No,No,,,,NC_001148,0.38,,pfam10537===WAC_Acf1_DNA_bd<<>>pfam15613===WSD<<>>pfam02791===DDT,,,,
638214412,YPL217C,"Essential conserved nucleolar GTP-binding protein required for synthesis of 40S ribosomal subunits and for processing of the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, has similarity to Tsr1p",638208609,Saccharomyces cerevisiae S288C,1,BMS1,NP_015107,chromosome XVI,139619,143170,-,CDS,No,No,,,,NC_001148,0.38,,pfam08142===AARP2CN<<>>pfam04950===RIBIOP_C<<>>pfam00004===AAA,,,KO:K14569===BMS1===ribosome biogenesis protein BMS1,
638214411,YPL218W,"GTPase, GTP-binding protein of the ARF family, component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport",638208609,Saccharomyces cerevisiae S288C,1,SAR1,NP_015106,chromosome XVI,138697,139408,+,CDS,No,No,,,,NC_001148,0.38,,pfam00025===Arf,TIGR00231===small GTP-binding protein domain,EC:3.6.5.-===Hydrolases. Acting on acid anhydrides. Acting on GTP; involved in cellular and subcellular movement.,KO:K07953===SAR1===GTP-binding protein SAR1 [EC:3.6.5.-],
638214410,YPL219W,"Cyclin, interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase, also activates Pho85p for Glc8p phosphorylation",638208609,Saccharomyces cerevisiae S288C,1,PCL8,NP_015105,chromosome XVI,136749,138227,+,CDS,No,No,,,,NC_001148,0.38,,pfam08613===Cyclin,,,,
638214409,YPL220W,LSU ribosomal protein L1P,638208609,Saccharomyces cerevisiae S288C,1,RPL1A,NP_015104,chromosome XVI,135789,136442,+,CDS,No,No,,,,NC_001148,0.38,COG0081===Ribosomal protein L1,pfam00687===Ribosomal_L1,,,"KO:K02865===RP-L10Ae, RPL10A===large subunit ribosomal protein L10Ae",163===LSU ribosomal protein L1P
638214408,YPL221W,Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance,638208609,Saccharomyces cerevisiae S288C,1,FLC1,NP_015103,chromosome XVI,133042,135423,+,CDS,No,No,,11,1,NC_001148,0.38,,pfam14558===TRP_N<<>>pfam06011===TRP,,,,
