Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"MDN1","YLR106C","","","","punctate,nucleus","103.204","nucleus","58.7357","nucleus","57.959","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"MET28","YIR017C","","","","nucleus","28.368","nucleus","7.22556","below threshold","19.1621","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"YOL131W","YOL131W","below threshold","15.71","3.91105","nucleus","122.375","nucleus","123.019","mitochondria","18.417","#N/A","0","cytosol","17.59","1.11","0","6.04","cytosol","17.31","1.1","0","3.4","cytosol","16.66","1.06","0","","below threshold","below threshold","15.2469","0.970163","0","1.69627","Putative protein of unknown function"
"GRX3","YDR098C","cytosol:nucleus","83.45","27.3155","cytosol,nucleus","148.893","nucleus","184.637","below threshold","22.6548","#N/A","0","cytosol.nucleus","117.28","1.4","1","42.72","cytosol.nucleus","108.41","1.29","0","19.76","cytosol,nucleus","85.97","1.03","0","","cytosol:nucleus","cytosol:nucleus","91.0178","1.09057","0","14.9152","Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; monothiol glutaredoxin subfamily member along with Grx4p and Grx5p; protects cells from oxidative damage"
"CST9","YLR394W","below threshold","15.93","3.58229","punctate,nucleus","22.6935","below threshold","5.89945","below threshold","19.0857","#N/A","0","cytosol","17.23","1.08","0","5.4","cytosol","16.39","1.02","0","3.08","cytosol","14.54","0.91","0","","below threshold","below threshold","16.6175","1.04273","0","2.10152","SUMO E3 ligase; required for synaptonemal complex formation; localizes to synapsis initiation sites on meiotic chromosomes; potential Cdc28p substrate"
"RDR1","YOR380W","below threshold","17.35","3.74983","nucleus","14.9801","below threshold","5.43403","below threshold","19.2179","#N/A","","cytosol","17.35","1","0","6.38","cytosol","16.5","0.95","0","2.83","cytosol","14.09","0.81","0","","below threshold","below threshold","19.1519","1.10381","0","2.28162","Transcriptional repressor involved in the control of multidrug resistance; negatively regulates expression of the PDR5 gene; member of the Gal4p family of zinc cluster proteins"
"HAL1","YPR005C","below threshold","16.55","4.71474","nucleus","41.6214","nucleus","10.7481","punctate","19.8817","below threshold","25.8214","cytosol","20.5","1.23","0","9.12","cytosol","16.46","0.99","0","4.01","cytosol","19.95","1.2","0","","below threshold","below threshold","18.1753","1.09748","0","2.15741","Cytoplasmic protein involved in halotolerance; decreases intracellular Na+ (via Ena1p) and increases intracellular K+ by decreasing efflux; expression repressed by Ssn6p-Tup1p and Sko1p and induced by NaCl, KCl, and sorbitol through Gcn4p"
"YMR114C","YMR114C","below threshold","18.5","4.26261","nucleus","145.233","nucleus","263.949","ambiguous,nucleus","19.6844","nucleus","56.8926","cytosol","12.33","0.66","0","6.52","cytosol","16.18","0.87","0","3.59","cytosol","23.91","1.29","0","","below threshold","below threshold","18.2869","0.987938","0","2.86584","Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"
"SAC3","YDR159W","nuclear periphery","23.24","4.85015","nucleus,nuclear periphery","68.1376","missing","","missing","0","#N/A","","nuclear periphery","22.35","0.96","0","8.57","nuclear periphery","25.13","1.08","0","5.67","nuclear periphery","19.98","0.85","0","","nuclear periphery","nuclear periphery","29.2923","1.26014","0","4.70629","Nuclear pore-associated protein, forms a complex with Thp1p that is involved in transcription and in mRNA export from the nucleus"
"UPC2","YDR213W","nucleus","20.41","4.70985","nucleus","63.3498","nucleus","43.1567","nucleus","22.9398","punctate,nucleus","28.4019","nucleus","20.21","0.99","0","8.06","nucleus","19.83","0.97","0","4.31","nucleus","17.98","0.88","0","","nucleus","nucleus","19.004","0.930973","0","2.87373","Sterol regulatory element binding protein, induces transcription of sterol biosynthetic genes and of DAN/TIR gene products; Ecm22p homolog; relocates from intracellular membranes to perinuclear foci on sterol depletion"
"TAF13","YML098W","below threshold","18.89","4.58727","nucleus","75.1002","nucleus","113.401","nucleus","23.7028","#N/A","0","cytosol","13.99","0.74","0","5.42","cytosol","17.52","0.92","0","3.67","cytosol","16.26","0.86","0","","below threshold","below threshold","17.8101","0.942467","0","2.49153","TFIID subunit (19 kDa), involved in RNA polymerase II transcription initiation, similar to histone H4 with atypical histone fold motif of Spt3-like transcription factors"
"ACM1","YPL267W","below threshold","18.47","5.78677","cytosol,nucleus","31.0258","punctate","119.999","below threshold","28.6227","#N/A","0","cytosol","19","1.02","0","8.06","cytosol","15.35","0.83","0","2.85","cytosol","15.97","0.86","0","","below threshold","below threshold","18.6206","1.00785","0","3.35792","Pseudosubstrate inhibitor of the anaphase-promoting complex/cyclosome (APC/C), that suppresses APC/C [Cdh1]-mediated proteolysis of mitotic cyclins; associates with Cdh1p, Bmh1p and Bmh2p; cell cycle regulated protein"
"TAN1","YGL232W","nucleus","28.45","6.79049","nucleus","105.677","nucleus","173.152","nucleus","25.86","#N/A","0","nucleus","","","0","","nucleus","","","0","","technical problem","","","","","nucleus","nucleus","","","0","","Putative tRNA acetyltransferase, RNA-binding protein required for the formation of the modified nucleoside N(4)-acetylcytidine in serine and leucine tRNAs but not required for the same modification in 18S rRNA"
"DEP1","YAL013W","below threshold","14.3","3.71139","punctate,nucleus","60.3762","nucleus","17.2234","nucleus","27.1516","#N/A","0","cytosol","16.97","1.18","0","5.49","cytosol","17.02","1.19","0","2.97","cytosol","25.08","1.75","0","","below threshold","below threshold","16.2527","1.13593","0","2.85146","Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation"
"KSS1","YGR040W","nucleus","27.72","7.28943","cytosol,nucleus","60.5339","nucleus","85.7265","nucleus","33.3935","#N/A","0","nucleus","31.53","1.13","0","16.38","nucleus","33.05","1.19","0","6.99","nucleus","43.59","1.57","1","","nucleus","nucleus","25.5018","0.919542","0","3.37464","Mitogen-activated protein kinase (MAPK) involved in signal transduction pathways that control filamentous growth and pheromone response; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains"
"SUA7","YPR086W","nucleus","44.65","12.3966","nucleus","121.701","nucleus","181.283","nucleus","28.8008","#N/A","0","nucleus","42.8","0.95","0","11.47","nucleus","41.14","0.92","0","8.7","nucleus","32.31","0.72","0","","nucleus","nucleus","45.5888","1.02094","0","8.771","Transcription factor TFIIB, a general transcription factor required for transcription initiation and start site selection by RNA polymerase II"
"YER034W","YER034W","nucleus,cytosol","44.02","","cytosol,nucleus","87.4958","nucleus","126.877","cytosol","37.8009","#N/A","","nucleus,cytosol","42.64","0.96","0","","nucleus,cytosol","39.11","0.88","0","","nucleus,cytosol","56.23","1.27","0","","","","","","","","Putative protein of unknown function; non-essential gene; expression induced upon calcium shortage"
"CLB2","YPR119W","below threshold","15.88","4.56579","punctate,nucleus","37.9559","nucleus","9.65944","nucleus","22.7971","#N/A","0","cytosol","17.53","1.1","0","5.55","cytosol","18.39","1.15","0","3.75","cytosol","13.33","0.83","0","","below threshold","below threshold","18.3593","1.15593","0","3.55109","B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M, then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome"
"SCL1","YGL011C","nucleus","210.11","61.3868","cytosol,nucleus","166.091","missing","","missing","0","#N/A","0","nucleus","246.1","1.17","0","102.03","nucleus","256.7","1.22","0","65.94","nucleus","293.06","1.39","0","","nucleus","nucleus","209.239","0.995807","0","47.2786","Alpha 1 subunit of the 20S proteasome involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria"
"CWC23","YGL128C","nucleus","19.68","4.69109","cytosol,nucleus","62.5941","nucleus","37.7011","below threshold","16.3646","cytosol","33.8481","nucleus","21.55","1.09","0","6.66","nucleus","22.48","1.14","0","3.83","nucleus","31.98","1.62","0","","nucleus","nucleus","20.6627","1.04968","0","4.31562","Component of a complex containing Cef1p, putatively involved in pre-mRNA splicing; has similarity to E. coli DnaJ and other DnaJ-like proteins and to S. pombe Cwf23p"
"MLP1","YKR095W","nuclear periphery","31.31","9.48229","punctate,nucleus","97.2078","punctate,nucleus","88.2924","punctate,nuclear periphery","33.0728","punctate,nucleus","38.1666","nuclear periphery","33.89","1.08","0","11.46","nuclear periphery","30.22","0.96","0","6.68","nuclear periphery","27.33","0.87","0","","nuclear periphery","nuclear periphery","28.6597","0.915018","0","4.45927","Myosin-like protein associated with the nuclear envelope, connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs"
"LAG2","YOL025W","below threshold","17.26","3.81643","cytosol,nucleus","61.3316","nucleus","82.3398","below threshold","27.2789","#N/A","","cytosol","15.26","0.88","0","5.5","cytosol","20.57","1.19","0","3.44","cytosol","15.37","0.88","0","","below threshold","below threshold","18.5516","1.07411","0","2.39431","Protein that negatively regulates the SCF E3-ubiquitin ligase by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1"
"PTP2","YOR208W","cytosol","21.24","4.98089","nucleus","43.9508","nucleus","41.2122","ambiguous","21.7376","#N/A","","cytosol","24.04","1.13","0","10.05","cytosol","19.36","0.91","0","4.22","cytosol","17.8","0.83","0","","cytosol","cytosol","23.2309","1.09337","0","3.57143","Phosphotyrosine-specific protein phosphatase involved in the inactivation of mitogen-activated protein kinase (MAPK) during osmolarity sensing; dephosporylates Hog1p MAPK and regulates its localization; localized to the nucleus"
"YIL092W","YIL092W","","","","punctate,nucleus","34.6845","nucleus","12.2244","below threshold","20.8013","below threshold","22.684","","","","","","","","","","","","","","","","","","","","","",""
"SNU66","YOR308C","nucleus","24.04","5.66051","nucleus","60.5651","nucleus","53.2827","nucleus","27.1835","#N/A","","nucleus","23.47","0.97","0","9.51","nucleus","24.05","0.99","0","4.74","nucleus","20.36","0.84","0","","nucleus","nucleus","24.814","1.03154","0","5.0209","Component of the U4/U6.U5 snRNP complex involved in pre-mRNA splicing via spliceosome; has homology to human SART-1 and to an S. pombe protein; snu66 null mutation confers cold-sensitivity but is not lethal at normal growth temperatures"
"THP1","YOL072W","nuclear periphery","24.02","6.26568","punctate,nucleus","42.3222","punctate,nuclear periphery","18.893","punctate,nuclear periphery","22.6543","below threshold","29.6437","nuclear periphery","25.13","1.04","0","9.03","nuclear periphery","22.18","0.92","0","3.84","nuclear periphery","26.51","1.1","0","","nuclear periphery","nuclear periphery","25.5666","1.06427","0","5.68537","Nuclear pore-associated protein, forms a complex with Sac3p that is involved in transcription and in mRNA export from the nucleus; contains a PAM domain implicated in protein-protein binding"
"APC2","YLR127C","nucleus","19.15","5.44793","punctate,nucleus","32.8281","punctate,nucleus","12.409","below threshold","19.3881","below threshold","25.6184","nucleus","19.87","1.03","0","6.99","nucleus","19.13","0.99","0","3.47","nucleus","18.24","0.95","0","","nucleus","nucleus","19.687","1.02756","0","3.16621","Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; similar to cullin Cdc53p"
"RDS1","YCR106W","cytosol","18.82","5.51712","punctate,nucleus","50.7995","punctate,nucleus","49.9235","below threshold","14.9735","punctate","32.0539","cytosol","18.63","0.98","0","6.32","cytosol","18.76","0.99","0","4.7","cytosol","15.53","0.82","0","","cytosol","cytosol","","","0","","Zinc cluster transcription factor involved in conferring resistance to cycloheximide"
"PDE2","YOR360C","below threshold","16.05","","nucleus","37.2539","missing","","missing","0","#N/A","","cytosol","16.85","1.04","0","","cytosol","16.52","1.02","0","","cytosol","14.28","0.88","0","","","","","","","","High-affinity cyclic AMP phosphodiesterase, component of the cAMP-dependent protein kinase signaling system, protects the cell from extracellular cAMP, contains readthrough motif surrounding termination codon"
"YCG1","YDR325W","nucleus","23.54","","nucleus","58.0093","nucleus","28.6905","ambiguous,punctate","20.9402","#N/A","","nucleus","22.51","0.95","0","","nucleus","27.35","1.16","0","","nucleus","24.68","1.04","0","","","","","","","","Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding of the condensin complex; required for clustering of tRNA genes at the nucleolus"
"TAF8","YML114C","nucleus","26.66","7.07702","nucleus","44.5982","nucleus","23.913","nucleus","22.1164","#N/A","","nucleus","32.54","1.22","0","10.94","nucleus","28.3","1.06","0","5.91","nucleus","23.83","0.89","0","","nucleus","nucleus","24.0922","0.903442","0","2.76189","TFIID subunit (65 kDa), involved in RNA polymerase II transcription initiation"
"HAP5","YOR358W","nucleus","22.79","4.88262","cytosol,nucleus","74.7377","nucleus","61.4822","nucleus,mitochondria","22.6667","#N/A","0","nucleus","24.06","1.05","0","8.62","nucleus","16.54","0.72","-1","5.04","nucleus","24.7","1.08","0","","nucleus","nucleus","23.1446","1.01513","0","3.12343","Subunit of the heme-activated, glucose-repressed Hap2/3/4/5 CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; required for assembly and DNA binding activity of the complex"
"SYC1","YOR179C","below threshold","19.31","5.05699","nucleus","52.2194","nucleus","15.2118","nucleus","32.4296","#N/A","0","cytosol","13.94","0.72","0","6.3","cytosol","15.71","0.81","0","3.41","cytosol","17.05","0.88","0","","below threshold","below threshold","18.1695","0.940762","0","4.24132","Subunit of the APT subcomplex of cleavage and polyadenylation factor, may have a role in 3' end formation of both polyadenylated and non-polyadenylated RNAs"
"YRR1","YOR162C","nucleus","19.76","4.0084","nucleus","71.3753","nucleus","70.4642","below threshold","18.9177","nucleus","32.542","nucleus","","","0","","technical problem","","","0","","nucleus","","","","","nucleus","nucleus","","","0","","Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrm1p, acting on an overlapping set of target genes"
"TAL1","YLR354C","nucleus","334.62","100.623","nucleus","352.441","nucleus","397.379","nucleus","174.941","#N/A","0","nucleus","544.87","1.62","1","214.81","nucleus","544.87","1.62","1","153.19","nucleus","622.64","1.86","1","","nucleus","nucleus","368.922","1.10248","0","74.8529","Transaldolase, enzyme in the non-oxidative pentose phosphate pathway; converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to erythrose 4-phosphate and fructose 6-phosphate"
"CSM3","YMR048W","nucleus","17.96","4.87119","nucleus","61.8366","nucleus","41.1422","nucleus","29.0674","#N/A","","nucleus","16","0.89","0","6","nucleus","16.1","0.89","0","4.87","nucleus","16.71","0.93","0","","nucleus","nucleus","","","0","","Protein required for accurate chromosome segregation during meiosis"
"HNT1","YDL125C","below threshold","17.97","3.41372","cytosol,nucleus","120.694","cytosol","211.93","below threshold","21.1327","#N/A","0","cytosol","13.47","0.74","0","5.26","cytosol","15.14","0.84","0","2.17","cytosol","13.84","0.77","0","","below threshold","below threshold","17.2231","0.958295","0","2.24319","Adenosine 5'-monophosphoramidase; interacts physically and genetically with Kin28p, a CDK and TFIIK subunit, and genetically with CAK1; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins and similar to Hint"
"VHR2","YER064C","","","","nucleus","25.2075","below threshold","4.68063","nucleus","31.3119","#N/A","21.7405","","","","","","","","","","","","","","","","","","","","","","Non-essential nuclear protein; null mutation has global effects on transcription"
"ASK1","YKL052C","punctate","29.88","7.68959","punctate,nucleus","56.4739","punctate,nucleus","44.1365","punctate","31.668","punctate","27.3277","punctate","32.37","1.08","0","10.24","punctate","32.32","1.08","0","6.63","punctate","30.42","1.01","0","","punctate","punctate","27.1448","0.908148","0","5.89942","Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases"
"YGR126W","YGR126W","nucleus","28.34","","cytosol,cell periphery,nucleus","62.3758","cell periphery,nucleus","80.6404","below threshold","26.4869","#N/A","","nucleus","34.59","1.22","0","","nucleus","24.24","0.85","0","","nucleus","43.51","1.53","1","","","","","","","","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS"
"CKS1","YBR135W","nucleus:cytosol","53.08","13.5761","cytosol,nucleus","155.705","nucleus","220.407","nucleus","31.111","#N/A","0","nucleus.cytosol","62.68","1.18","0","16.78","nucleus.cytosol","37.08","0.69","0","8.47","nucleus,cytosol","50.6","0.95","0","","nucleus:cytosol","nucleus:cytosol","44.4681","0.837725","0","9.34624","Cyclin-dependent protein kinase regulatory subunit and adaptor; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation, recruiting proteasomal subunits to target gene promoters"
"PCL8","YPL219W","below threshold","19.42","","cytosol,nucleus","45.5793","cytosol","28.0929","below threshold","15.8376","below threshold","28.0927","cytosol","22.62","1.16","0","","cytosol","19.78","1.01","0","","cytosol","26.72","1.37","0","","","","","","","","Cyclin, interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase, also activates Pho85p for Glc8p phosphorylation"
"SWD3","YBR175W","nucleus","17.14","4.37756","punctate,nucleus","45.4491","punctate,nucleus","47.1259","punctate,nucleus","27.464","#N/A","","nucleus","19.67","1.14","0","6.77","nucleus","23.86","1.39","0","4.73","nucleus","23.11","1.34","0","","nucleus","nucleus","17.5837","1.02542","0","2.79743","Essential subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member and ortholog of mammalian WDR5"
"TFC6","YDR362C","nucleus","23.69","4.99833","nucleus","56.3674","nucleus","70.3692","nucleus","25.1375","#N/A","0","nucleus","24.11","1.01","0","7.38","nucleus","25.97","1.09","0","6.31","nucleus","19.53","0.82","0","","nucleus","nucleus","23.7353","1.00157","0","4.15123","One of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110"
"COA4","YLR218C","cytosol","27.41","6.10005","nucleus","38.6546","nucleus","23.9865","below threshold","18.1821","#N/A","0","cytosol","30.79","1.12","0","10.77","cytosol","23.8","0.86","0","3.41","cytosol","23.82","0.86","0","","cytosol","cytosol","22.0135","0.802872","0","3.94251","Protein that localizes to the mitochondrial intermembrane space via the Mia40p-Erv1p system; mutants exhibit glycogen storage defects and growth defects on a non-fermentable carbon source; contains twin cysteine-x9-cysteine motifs"
"GAT2","YMR136W","below threshold","15.81","3.97464","nucleus","20.8789","below threshold","5.89755","below threshold","14.2394","#N/A","0","cytosol","16.05","1.01","0","5.04","cytosol","17.2","1.08","0","2.88","cytosol","14.82","0.93","0","","below threshold","below threshold","17.2943","1.09374","0","2.81902","Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine"
"RPB7","YDR404C","below threshold","17.75","3.62099","nucleus","17.8154","nucleus","32.5483","nucleus","23.2239","#N/A","0","cytosol","16.22","0.91","0","5.76","cytosol","16.35","0.92","0","2.88","cytosol","16.14","0.9","0","","below threshold","below threshold","16.9727","0.955955","0","3.13061","RNA polymerase II subunit B16; forms two subunit dissociable complex with Rpb4p; involved recruitment of 3'-end processing factors to transcribing RNA polymerase II complex and in export of"
"KAE1","YKR038C","nucleus","26.98","7.02184","nucleus","61.8394","nucleus","27.7974","nucleus","25.7483","#N/A","0","nucleus","30.47","1.12","0","10.16","nucleus","29.92","1.1","0","5.3","nucleus","24.6","0.91","0","","nucleus","nucleus","31.4851","1.16686","0","4.24374","Highly conserved putative glycoprotease proposed to be involved in transcription as a component of the EKC protein complex with Bud32p, Cgi121p, Pcc1p, and Gon7p; also identified as a component of the KEOPS protein complex"
"RLM1","YPL089C","nucleus","23.79","5.41788","nucleus","27.6838","nucleus","18.5317","nucleus","21.6928","#N/A","","nucleus","28.15","1.18","0","6.32","nucleus","25.56","1.07","0","5.71","nucleus","20.37","0.85","0","","nucleus","nucleus","22.4795","0.944323","0","4.16908","MADS-box transcription factor, component of the protein kinase C-mediated MAP kinase pathway involved in the maintenance of cell integrity; phosphorylated and activated by the MAP-kinase Slt2p"
"TEN1","YLR010C","below threshold","16.04","4.00421","cytosol,nucleus","121.848","cytosol","164.056","below threshold","25.059","cytosol","39.8713","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Protein that regulates telomeric length; protects telomeric ends in a complex with Cdc13p and Stn1p"
"LRS4","YDR439W","nucleolus","21.45","5.24429","punctate,nucleus","63.6718","nucleus","57.9343","below threshold","18.042","#N/A","0","nucleolus","19.04","0.88","0","6.25","nucleolus","21.93","1.02","0","4","nucleolus","27.78","1.29","0","","nucleolus","nucleolus","21.2","0.987905","0","2.6656","Nucleolar protein that forms a complex with Csm1p, and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation"
"MMS22","YLR320W","punctate:bud neck","","4.37993","punctate,nucleus","41.3351","punctate,nucleus","31.0454","below threshold","18.5866","#N/A","","punctate.bud neck","17.8","1.03","0","5.48","punctate.bud neck","21.84","1.26","0","3.85","punctate,bud neck","16.28","0.94","0","","punctate:bud neck","punctate:bud neck","19.3642","1.12477","0","2.77645","Protein that acts with Mms1p in a repair pathway that may be involved in resolving replication intermediates or preventing the damage caused by blocked replication forks; required for accurate meiotic chromosome segregation"
"UBP8","YMR223W","nucleus","25.29","5.52366","cytosol,nucleus","61.8672","nucleus","60.2443","nucleus","33.6566","below threshold","26.9004","nucleus","22.88","0.9","0","9.68","nucleus","22.43","0.88","0","4.75","nucleus","25.52","1","0","","nucleus","nucleus","21.5861","0.853001","0","2.85871","Ubiquitin-specific protease that is a component of the SAGA (Spt-Ada-Gcn5-Acetyltransferase) acetylation complex; required for SAGA-mediated deubiquitination of histone H2B"
"EAF7","YNL136W","nucleus","23.59","5.73343","nucleus","26.0265","nucleus","10.7151","nucleus","23.1073","below threshold","23.4609","nucleus","24.93","1.05","0","7.48","nucleus","25.93","1.09","0","4.26","nucleus","20.78","0.88","0","","nucleus","nucleus","26.4338","1.12013","0","3.66535","Subunit of the NuA4 histone acetyltransferase complex, which acetylates the N-terminal tails of histones H4 and H2A"
"TAF12","YDR145W","nucleus","34.7","7.57216","nucleus","81.6999","punctate,nucleus","50.8875","nucleus","43.7018","nucleus","27.7292","nucleus","38.59","1.11","0","15.47","nucleus","35.99","1.03","0","6.84","nucleus","32.91","0.94","0","","nucleus","nucleus","43.0804","1.24132","0","9.31796","Subunit (61/68 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A"
"RSF2","YJR127C","below threshold","18.02","3.52717","nucleus","21.2762","below threshold","5.92716","below threshold","19.695","#N/A","22.5234","cytosol","16.13","0.89","0","5.46","cytosol","20.27","1.12","0","3.48","nucleus","20.29","1.12","0","","below threshold","below threshold","19.2097","1.06579","0","3.64329","Zinc-finger protein involved in transcriptional control of both nuclear and mitochondrial genes, many of which specify products required for glycerol-based growth, respiration, and other functions"
"POB3","YML069W","nucleus","71.92","20.8458","nucleus","153.288","nucleus","154.138","nucleus","55.9506","#N/A","","nucleus","89.65","1.24","0","33.21","nucleus","100.92","1.4","1","25.73","nucleus","81.85","1.13","0","","nucleus","nucleus","87.0833","1.21075","0","19.2881","Subunit of the heterodimeric FACT complex (Spt16p-Pob3p), which facilitates RNA Pol II transcription elongation through nucleosomes by destabilizing and then reassembling nucleosome structure; interacts with DNA polymerase alpha (Pol1p)"
"NMD5","YJR132W","cytosol","22.84","","cytosol,punctate,nucleus","117.714","nucleus","145.87","nucleus","45.6171","cytosol,nucleus","58.6401","cytosol","","","","","cytosol","28.44","1.24","0","","cytosol","19.11","0.83","0","","","","","","","","Karyopherin, a carrier protein involved in nuclear import of proteins; importin beta homolog"
"NCL1","YBL024W","below threshold","15.26","","nucleus","188.589","nucleus","255.541","nucleus","61.1452","nucleus","78.3249","cytosol","16.55","1.08","0","","cytosol","20.18","1.32","0","","cytosol","15.38","1","0","","","","","","","","S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase, methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; similar to Nop2p and human proliferation associated nucleolar protein p120"
"ISW1","YBR245C","below threshold","17.88","3.62668","nucleus","55.5434","nucleus","20.6012","below threshold","17.0608","below threshold","23.4668","cytosol","13.54","0.75","0","4.21","cytosol","20.2","1.12","0","3.77","cytosol","16.13","0.9","0","","below threshold","below threshold","16.4714","0.92088","0","2.51094","Member of the imitation-switch (ISWI) class of ATP-dependent chromatin remodeling complexes; ATPase that forms a complex with Ioc2p and Ioc4p to regulate transcription elongation, and a complex with Ioc3p to repress transcription initiation"
"SWM1","YDR260C","below threshold","16.67","3.2077","cytosol,nucleus","45.9577","nucleus","20.1576","punctate,nucleus","22.8354","below threshold","25.6407","cytosol","14.42","0.86","0","5.46","cytosol","15.52","0.93","0","3.14","cytosol","15.28","0.91","0","","below threshold","below threshold","16.8997","1.01364","0","2.30596","Subunit of the anaphase-promoting complex, which is an E3 ubiquitin ligase that regulates the metaphase-anaphase transition and exit from mitosis; required for activation of the daughter-specific gene expression and spore wall maturation"
"PRE8","YML092C","nucleus","150.44","48.6222","punctate,nucleus","17.5612","below threshold","6.17087","below threshold","17.4522","#N/A","0","nucleus","177.17","1.17","0","80.21","nucleus","144.3","0.95","0","45.88","nucleus","334.62","2.22","1","","nucleus","nucleus","197.978","1.31592","0","42.0422","Alpha 2 subunit of the 20S proteasome"
"MFT1","YML062C","nucleus","38.15","8.23664","nucleus","83.4815","nucleus","100.687","nucleus","35.1872","nucleus","34.5477","nucleus","38.69","1.01","0","10.78","nucleus","41.86","1.09","0","8.59","nucleus","56.95","1.49","1","","nucleus","nucleus","34.9569","0.916178","0","5.06128","Subunit of the THO complex, which is a nuclear complex comprised of Hpr1p, Mft1p, Rlr1p, and Thp2p, that is involved in transcription elongation and mitotic recombination; involved in telomere maintenance"
"CSE1","YGL238W","nucleus","59.88","14.2674","punctate,nucleus","114.677","nucleus,nucleolus","161.057","punctate,nucleus","61.8888","punctate,nuclear periphery","58.1667","nucleus","46.65","0.77","0","15.19","nucleus","53.51","0.89","0","11.76","nucleus","48.24","0.8","0","","nucleus","nucleus","54.0223","0.902085","0","6.9207","Nuclear envelope protein that mediates the nuclear export of importin alpha (Srp1p), homolog of metazoan CAS protein, required for accurate chromosome segregation"
"TFG2","YGR005C","below threshold","17.2","4.00599","nucleus","91.0427","nucleus","97.3585","nucleus","49.1705","nucleus","35.8088","cytosol","16.03","0.93","0","4.87","cytosol","17.42","1.01","0","3.37","cytosol","23.03","1.33","0","","below threshold","below threshold","16.6942","0.969966","0","2.60139","TFIIF (Transcription Factor II) middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30"
